price,spread,24h_volume,timestamp,currency,exchange
41649.5,1.0,,1632857653.579735,BTC-USD,FTX
41611.5,1.0,,1632857716.6424885,BTC-USD,FTX
41621.5,1.0,,1632857780.7668006,BTC-USD,FTX
41609.5,1.0,,1632857843.6548245,BTC-USD,FTX
41610.5,1.0,,1632857906.4504836,BTC-USD,FTX
41587.5,1.0,,1632857969.0602598,BTC-USD,FTX
41591.5,1.0,,1632858031.8548737,BTC-USD,FTX
41585.5,1.0,,1632858094.9191449,BTC-USD,FTX
41614.5,1.0,,1632858158.202484,BTC-USD,FTX
41630.5,1.0,,1632858221.0788455,BTC-USD,FTX
41604.5,1.0,,1632858283.910031,BTC-USD,FTX
41591.5,1.0,,1632858347.3744717,BTC-USD,FTX
41564.5,1.0,,1632858410.2118435,BTC-USD,FTX
41544.5,1.0,,1632858473.7264657,BTC-USD,FTX
41523.5,1.0,,1632858537.174476,BTC-USD,FTX
41509.5,1.0,,1632858600.0224714,BTC-USD,FTX
41478.5,1.0,,1632858663.6504796,BTC-USD,FTX
41397.0,8.0,,1632858727.1507714,BTC-USD,FTX
41416.5,1.0,,1632858790.1641195,BTC-USD,FTX
41430.5,1.0,,1632858853.6087549,BTC-USD,FTX
41420.5,1.0,,1632858916.9664996,BTC-USD,FTX
41453.5,1.0,,1632858979.830485,BTC-USD,FTX
41465.0,2.0,,1632859042.6464643,BTC-USD,FTX
41581.5,3.0,,1632859105.4837372,BTC-USD,FTX
41556.5,3.0,,1632859170.392453,BTC-USD,FTX
41632.5,1.0,,1632859233.1828206,BTC-USD,FTX
41670.5,1.0,,1632859296.070712,BTC-USD,FTX
41696.5,3.0,,1632859359.8424735,BTC-USD,FTX
41676.5,1.0,,1632859425.038531,BTC-USD,FTX
41747.5,5.0,,1632859488.3786347,BTC-USD,FTX
41871.5,1.0,,1632859551.534492,BTC-USD,FTX
41763.5,1.0,,1632859615.0701735,BTC-USD,FTX
41708.5,1.0,,1632859678.0184789,BTC-USD,FTX
41726.5,1.0,,1632859741.481917,BTC-USD,FTX
41666.5,1.0,,1632859804.7064836,BTC-USD,FTX
41638.5,1.0,,1632859868.2106235,BTC-USD,FTX
41590.5,1.0,,1632859931.390821,BTC-USD,FTX
41586.5,1.0,,1632859994.848211,BTC-USD,FTX
41591.5,1.0,,1632860057.7502034,BTC-USD,FTX
41648.5,1.0,,1632860120.5312088,BTC-USD,FTX
41926.0,28.0,,1632860185.4425528,BTC-USD,FTX
41919.5,1.0,,1632860251.7261477,BTC-USD,FTX
41858.5,1.0,,1632860314.5124776,BTC-USD,FTX
41927.5,1.0,,1632860378.177941,BTC-USD,FTX
41884.5,1.0,,1632860441.366974,BTC-USD,FTX
41794.5,7.0,,1632860504.102842,BTC-USD,FTX
41805.0,6.0,,1632860567.4455607,BTC-USD,FTX
41794.5,1.0,,1632860630.2584665,BTC-USD,FTX
41815.5,1.0,,1632860693.5675013,BTC-USD,FTX
41775.5,1.0,,1632860757.0304732,BTC-USD,FTX
41770.5,1.0,,1632860822.4506445,BTC-USD,FTX
41775.5,1.0,,1632860886.1788054,BTC-USD,FTX
41822.5,1.0,,1632860949.076007,BTC-USD,FTX
41866.5,1.0,,1632861014.4984891,BTC-USD,FTX
41812.5,1.0,,1632861078.092163,BTC-USD,FTX
41781.5,1.0,,1632861140.7667696,BTC-USD,FTX
41805.5,1.0,,1632861204.0044508,BTC-USD,FTX
41825.5,1.0,,1632861266.782633,BTC-USD,FTX
41843.5,1.0,,1632861330.1225555,BTC-USD,FTX
41835.5,1.0,,1632861393.4665902,BTC-USD,FTX
41846.5,1.0,,1632861456.2504845,BTC-USD,FTX
41835.5,1.0,,1632861519.3049166,BTC-USD,FTX
41846.5,1.0,,1632861584.8988173,BTC-USD,FTX
41832.5,1.0,,1632861650.4845574,BTC-USD,FTX
41800.5,1.0,,1632861713.829493,BTC-USD,FTX
41792.5,1.0,,1632861776.605583,BTC-USD,FTX
41798.5,7.0,,1632861839.335562,BTC-USD,FTX
